,validation,training
0,0.6212510585784912,0.6727146059274673
1,0.5090337887406349,0.5682676315307618
2,0.4520587384700775,0.47625412195920946
3,0.4236631810665131,0.4390236586332321
4,0.4089270576834679,0.41968152225017546
5,0.39962251856923103,0.4085850566625595
6,0.3918428808450699,0.40002156272530554
7,0.3842394039034843,0.3936041109263897
8,0.3785036027431488,0.3874591521918774
9,0.3741461254656315,0.38349978178739547
10,0.3701262630522251,0.37897916659712794
11,0.3668727226555347,0.3747615374624729
12,0.36355571150779725,0.37228337600827216
13,0.3608532674610615,0.3695503793656826
14,0.35832913368940356,0.3676045790314674
15,0.3558554112911224,0.36529415398836135
16,0.35369719490408896,0.36181062236428263
17,0.3508658714592457,0.3605646416544914
18,0.34929573312401774,0.3580484434962273
19,0.3471034839749336,0.35676260367035867
20,0.34491515904664993,0.35417931750416753
21,0.34232664853334427,0.3514487624168396
22,0.34095085263252256,0.34944024235010146
23,0.33804533407092097,0.3474241144955158
24,0.33734763562679293,0.3463817395269871
25,0.3348513081669807,0.3447469063103199
26,0.33301909193396567,0.3419238492846489
27,0.3317426651716232,0.34123329296708105
28,0.329845180362463,0.3397412709891796
29,0.32856563925743104,0.3383035384118557
30,0.3265767186880112,0.3361716717481613
31,0.3253156244754791,0.33511450290679934
32,0.322651618719101,0.3336095057427883
33,0.3210923708975315,0.3315362513065338
34,0.31963970735669134,0.3298154465854168
35,0.3186886072158813,0.3289350837469101
36,0.31669442504644396,0.32740906476974485
37,0.315191850066185,0.326043339818716
38,0.3140196330845356,0.32426130324602126
39,0.3130186818540096,0.3230398505926132
40,0.3111088551580906,0.32115993201732634
41,0.3097307659685612,0.3200679175555706
42,0.3091200016438961,0.31937563717365264
43,0.3069634333252907,0.317331038415432
44,0.30582973510026934,0.31644411832094194
45,0.30419049710035323,0.3149657383561134
46,0.3024648241698742,0.3131916791200638
47,0.3013627015054226,0.3122698746621609
48,0.30057023018598555,0.31136632412672044
49,0.2986446268856525,0.30995653942227364
50,0.2976998008787632,0.3091298185288906
51,0.29669828787446023,0.3081607609987259
52,0.2951336733996868,0.30698646754026415
53,0.29479738771915437,0.30560617074370383
54,0.29282648041844367,0.30487180054187774
55,0.29179889485239985,0.3038054257631302
56,0.2905213437974453,0.3018385209143162
57,0.2894078031182289,0.3009062632918358
58,0.28761566057801247,0.29975968077778814
59,0.28700542747974395,0.29864483550190923
60,0.28538642078638077,0.29672414660453794
61,0.2854984626173973,0.29723522663116453
62,0.28309487253427507,0.29568705186247823
63,0.2831084839999676,0.29397173076868055
64,0.2816773049533367,0.2930854633450508
65,0.2804856214672327,0.29164198115468026
66,0.279921630397439,0.29145928397774695
67,0.2798949934542179,0.2907763451337814
68,0.27859193421900275,0.28965883776545526
69,0.2783150814473629,0.29037115201354025
70,0.2773559056222439,0.28943953961133956
71,0.2771983541548252,0.28839978463947774
72,0.27607224844396117,0.2879607994109392
73,0.27652893029153347,0.28775342404842374
74,0.2754367768764496,0.28721006214618683
75,0.27481011115014553,0.28649973012506963
76,0.27471740879118445,0.2858643289655447
77,0.27458147779107095,0.2861174553632736
78,0.27377214282751083,0.28528421111404895
79,0.27360726408660413,0.2853190962225199
80,0.27323284931480885,0.28467404618859293
81,0.27275537215173246,0.2845608193427324
82,0.27270347364246844,0.28338610418140886
83,0.2713972147554159,0.2834706012159586
84,0.2717413756996393,0.28364752866327764
85,0.27174081914126874,0.2828299794346094
86,0.27091102935373784,0.2829794652760029
87,0.27020363993942736,0.2817948818206787
88,0.26979848071932794,0.28225404880940913
89,0.26919364258646966,0.28104745857417585
90,0.26948328241705893,0.28077290654182435
91,0.2699607342481613,0.28051218055188654
92,0.2686791498214006,0.27997496984899045
93,0.2680333904922009,0.2796068523079157
94,0.26798710562288763,0.2800610657781363
95,0.2679308086633682,0.28040546737611294
96,0.26776813007891176,0.2797580726444721
97,0.2671989068388939,0.27920114547014235
98,0.26735569834709166,0.2787462443113327
99,0.26634762063622475,0.279101500660181
100,0.2674563962966204,0.27865190207958224
101,0.2659333189949393,0.27825724370777605
102,0.26584428660571574,0.27782706916332245
103,0.2648026838898659,0.2781446009874344
104,0.26580261811614037,0.27718159556388855
105,0.26415461432188747,0.27720180675387385
106,0.2643401548266411,0.276087449118495
107,0.26377269849181173,0.2764418225735426
108,0.2645177558064461,0.2764710608869791
109,0.26288713589310647,0.276307326182723
110,0.263122646138072,0.2750017374753952
111,0.2632794491946697,0.2752227373421192
112,0.26217789817601445,0.2750750329345465
113,0.2628639414906502,0.27455654703080656
114,0.26224128250032663,0.2741330895572901
115,0.26184280328452586,0.2745694976300001
116,0.26214938927441833,0.2737754680216312
117,0.26154880207031966,0.2735797267407179
118,0.2612052794545889,0.27403285838663577
119,0.26081846095621586,0.27259088195860387
120,0.26111336406320335,0.27308137379586694
121,0.26167357470840213,0.2728927247226238
122,0.26068691033869984,0.27238195911049845
123,0.2605235118418932,0.27154572792351245
124,0.2606132000684738,0.2712667936459184
125,0.25930880904197695,0.2717322204262018
126,0.25963427536189554,0.2714808709919453
127,0.2588002996519208,0.2721412394195795
128,0.2592171778902411,0.27021873872727153
129,0.25818292163312434,0.2707567235454917
130,0.2587861120700836,0.2713055107742548
131,0.2577192448079586,0.27064795084297655
132,0.2576642166823149,0.2703444376587868
133,0.25714067593216894,0.26906295623630283
134,0.2569608211517334,0.27033460773527623
135,0.2576068012043834,0.2690015273168683
136,0.2569170186296105,0.26916588097810745
137,0.2557765358127654,0.26989053897559645
138,0.2563568766228855,0.2680205423384905
139,0.2563333110883832,0.2684400716796517
140,0.2561740431934595,0.2687033638358116
141,0.2557286174967885,0.2690927116200328
142,0.2561981533654034,0.2686288245022297
143,0.2557795329019427,0.26847120355814696
144,0.2554625753313303,0.2685580912977457
145,0.25607662051916125,0.26765726916491983
146,0.2540586968883872,0.26784087158739567
147,0.2551972296088934,0.26742984969168904
148,0.25406327480450275,0.26649283803999424
149,0.25491865277290343,0.267422136105597
150,0.25384308528155086,0.2668200392276049
151,0.2534513714723289,0.26727714017033577
152,0.2530313511379063,0.26578189693391324
153,0.25303642116487024,0.26603158507496116
154,0.25334145613014697,0.26627613287419083
155,0.25254133623093367,0.2664258234202862
156,0.25264170542359354,0.2650380589067936
157,0.2520394054241478,0.2649650637060404
158,0.25174836041405796,0.2654784757643938
159,0.25207579266279934,0.2645873684436083
160,0.25129762999713423,0.2651056507602334
161,0.25096574071794747,0.2645230686292052
162,0.2511758614331484,0.2648262605071068
163,0.25100489910691975,0.2643073284998536
164,0.24991788882762195,0.2637594435364008
165,0.24945236481726168,0.2623573226854205
166,0.24934445405378938,0.2627345897257328
167,0.24892456997185947,0.26232677679508926
168,0.24768865508958698,0.26220807377249
169,0.24910807749256492,0.2604326823726296
170,0.24767827009782195,0.26087853964418173
171,0.24642142858356236,0.26074941717088224
172,0.2468543840572238,0.2598592687398195
173,0.24596221856772899,0.25903999377042053
174,0.24590099463239312,0.25950048491358757
175,0.24579409398138524,0.25997942574322225
176,0.24659960325807334,0.2588124806061387
177,0.2453096187673509,0.25967347230762244
178,0.24459145562723278,0.25936416201293466
179,0.2440041440539062,0.259354654327035
180,0.2441413825377822,0.25764709562063215
181,0.24355863761156799,0.2580471128225327
182,0.2439181855879724,0.25774053335189817
183,0.24301195461302996,0.2575581468641758
184,0.24271466275677084,0.257561344280839
185,0.24282252602279186,0.2576779490336776
186,0.2429152809083462,0.2562930824235082
187,0.24149686815217136,0.25674823448061945
188,0.24244344625622033,0.2568683987483382
189,0.24174878150224685,0.25645100977271795
190,0.24114417620003223,0.2546431502327323
191,0.24094113763421773,0.25580164659768345
192,0.24171487353742122,0.25631123781204224
193,0.240327656455338,0.25558039005845784
194,0.239875409565866,0.2542789187282324
195,0.2402840848080814,0.2549353512004018
196,0.23954993737861513,0.2542937960475683
197,0.2394177930429578,0.25370051711797714
198,0.23876584181562066,0.25454563871026037
199,0.2386316957883537,0.25320530850440265
200,0.2394235659390688,0.2541604371741414
201,0.2384322162717581,0.25281358174979685
202,0.23883153358474374,0.2539171202108264
203,0.23777504749596118,0.25341075714677574
204,0.23793801367282869,0.2531967369839549
205,0.2376372459344566,0.25299972854554653
206,0.23799508567899466,0.2528874209150672
207,0.2369323443621397,0.25253663379698993
208,0.23823230294510722,0.2523449407890439
209,0.23725012158975006,0.252330151386559
210,0.23697372479364276,0.252446535974741
211,0.23764365119859576,0.25239808168262245
212,0.2364990783855319,0.2520533997565508
213,0.23554152017459273,0.2518919162452221
214,0.23710996247828006,0.2521894365549088
215,0.23644739417359234,0.2515587370842695
216,0.23605826925486326,0.25294709075242283
217,0.2361645720899105,0.25119437724351884
218,0.23489861311390997,0.25241614077240226
219,0.23537283670157194,0.25178871732205155
220,0.23492921870201827,0.2511483334004879
221,0.23517542500048877,0.2510001422837377
222,0.23513975078240038,0.25011322014033793
223,0.23433487797155977,0.250253658182919
224,0.23569262214004993,0.25137268397957085
225,0.23424217686988413,0.25050626918673513
226,0.23412036541849374,0.25032967384904625
227,0.23346667508594693,0.25008518658578394
228,0.23446785267442466,0.25122964642941953
229,0.23355201696977018,0.25065058209002017
230,0.23530894396826624,0.2517919322475791
231,0.23354733902961017,0.2503515176475048
232,0.23362117242068053,0.24999777562916278
233,0.232643887354061,0.25039063952863216
234,0.23242211313918232,0.24861358162015676
235,0.23282833769917488,0.24881872888654472
236,0.23225119509734213,0.24837602246552706
237,0.23388141291216016,0.24915152974426746
238,0.2316475954838097,0.2487545594573021
239,0.23268328234553337,0.24791907556355
240,0.23143635531887413,0.2475190756842494
241,0.23095532339066266,0.24807821530848742
242,0.23107220795936884,0.2465102758258581
243,0.23115379638038575,0.2478456487879157
244,0.23197359968908132,0.24767491444945336
245,0.23026607669889926,0.24729671739041806
246,0.23102503325790166,0.24696977734565734
247,0.23021639147773384,0.24689943231642247
248,0.22997308121994137,0.2460856944322586
249,0.23002497432753444,0.2475314222276211
250,0.23019649926573038,0.2465594420209527
251,0.23022104445844888,0.24537530802190305
252,0.2292336800135672,0.24683489948511123
253,0.23032707246020437,0.24676455818116666
254,0.22857397492043674,0.24658246599137784
255,0.23128508850932122,0.246064024977386
256,0.2282755278982222,0.24553601983934642
257,0.22774309562519193,0.2458844728767872
258,0.22846737522631883,0.2449828412383795
259,0.22922841324470938,0.2449228797107935
260,0.22792992223985492,0.24485274143517016
261,0.22673852620646356,0.24471524488180876
262,0.2283996027894318,0.2432775542140007
263,0.22798690460622312,0.24323006365448235
264,0.22721046078950166,0.2437844004482031
265,0.22727596801705657,0.24378165006637573
266,0.22701536798849703,0.24463714063167571
267,0.22726024705916642,0.2441850772127509
268,0.22628480442799628,0.24362020138651133
269,0.22628066097386182,0.24344397373497487
270,0.225925961881876,0.2445635696873069
271,0.22662357185035945,0.2421374123543501
272,0.22612159312702715,0.24303974136710166
273,0.2259175076149404,0.24238382782787085
274,0.22542141475714744,0.24193372149020434
275,0.2256233474239707,0.24163175281137228
276,0.2247497694566846,0.24260599799454213
277,0.22584546655416488,0.2434853196144104
278,0.2255216100718826,0.2420281996950507
279,0.2254986809566617,0.24206331316381693
280,0.22458101036027073,0.24107176549732684
281,0.22624722281470894,0.24294789992272853
282,0.22629861868917941,0.24220524225383996
283,0.22520081298425793,0.24081310778856277
284,0.2251914670690894,0.2424693752080202
285,0.22477903752587736,0.24147049989551306
286,0.22310932651162146,0.2408539742231369
287,0.2240285888314247,0.23882598867639898
288,0.22370923990383745,0.24095787098631263
289,0.22457177545875312,0.24105217587202787
290,0.22429419616237284,0.24129036013036967
291,0.22356732562184334,0.24182607978582382
292,0.2226237091701478,0.24136328026652337
293,0.22483175694942475,0.23966423850506544
294,0.22299457183107735,0.2397703493013978
295,0.22330791973508896,0.242054595425725
296,0.22223077779635786,0.23971947487443684
297,0.22245907057076691,0.24000349696725606
298,0.22299036495387553,0.2399421913549304
299,0.22246347242034972,0.23928363341838121
300,0.22289893291890622,0.23942698612809182
301,0.22177105620503426,0.24038432594388723
302,0.22260344494134188,0.2397797224111855
303,0.2211190067231655,0.23978272322565317
304,0.22190308198332787,0.239520888030529
305,0.22273424481973053,0.2386905752122402
306,0.2218610060401261,0.23944706916809083
307,0.22361306520178914,0.23961886558681728
308,0.22323043225333095,0.23974109590053558
309,0.2213758016936481,0.23957607224583627
310,0.22189074903726577,0.23996737450361252
311,0.22079242542386054,0.23856559991836548
312,0.22208038764074445,0.2393629379570484
313,0.22105391398072244,0.23937565088272095
314,0.22139281607232988,0.23892298266291617
315,0.22335352236405015,0.2380797354504466
316,0.22128744120709598,0.2397352209314704
317,0.22129794228821992,0.23827427420765163
318,0.22196126980707048,0.2375834323465824
319,0.22154744067229332,0.23760715443640948
320,0.2230633404571563,0.2372810305096209
321,0.22157833091914653,0.23852877151221036
322,0.22154115419834852,0.23868358917534352
323,0.22193590933457016,0.23799568880349398
324,0.22125193467363716,0.23869068119674922
325,0.22179916873574257,0.23798617804422975
326,0.22159557458944618,0.24035289715975522
327,0.22069532717578114,0.2385637229308486
328,0.2220793301705271,0.2381357688456774
329,0.2206616167910397,0.23823918541893363
330,0.2204425219912082,0.23724920665845275
331,0.21996495593339205,0.23765661753714085
332,0.22047798028215765,0.23756644409149885
333,0.2201467148028314,0.2374620160087943
334,0.2188711930066347,0.23937632143497467
335,0.21965794083662332,0.23729907339438797
336,0.21972248214296997,0.23929632157087327
337,0.22070654709823428,0.23736707074567676
338,0.21978925559669732,0.23662889208644627
339,0.22005330054089428,0.23811964821070433
340,0.22172395810484885,0.23672564029693605
341,0.22013797098770738,0.236909690592438
342,0.2189658760558814,0.2383782694116235
343,0.2196373615413904,0.23641237625852227
344,0.21966278171166778,0.23719480372965335
345,0.2188665598630905,0.23739812429994345
346,0.22072173543274404,0.23745824825018644
347,0.2193127547390759,0.23814720045775176
348,0.21920498311519623,0.2383638175204396
349,0.22155870688147844,0.2387443110346794
350,0.21907268417999148,0.23756165243685246
351,0.22109072599560023,0.2366830889135599
352,0.21822918439283967,0.23637135289609432
353,0.21964695672504603,0.23812038339674474
354,0.21962341014295816,0.23661656621843577
355,0.21821429771371187,0.23636422781273722
356,0.21966070136986673,0.23697794117033483
357,0.21831548786722124,0.23788497727364302
358,0.2189745629671961,0.2380026366561651
359,0.2187235893215984,0.23687340980395674
360,0.21808371851220726,0.23652274757623673
361,0.2184811464510858,0.23751173317432403
362,0.21892179143615068,0.23598117753863335
363,0.21976854573003948,0.23723773062229156
364,0.21798958005383612,0.23524379236623644
365,0.217815746832639,0.23611174719408154
366,0.21776987437624484,0.23548936210572718
367,0.21832005502656102,0.2356842564418912
368,0.21777967303059995,0.23661583419889212
369,0.2176382914185524,0.235784759465605
370,0.21749351443722845,0.23550845263525844
371,0.21813058680854738,0.23547814693301916
372,0.21812373949214817,0.23502901336178184
373,0.21837072111666203,0.2353379991836846
374,0.21776035581715406,0.23547129165381192
375,0.21759542054496706,0.23579592797905208
376,0.2199492072686553,0.2372448831796646
377,0.21708274483680726,0.23531492929905654
378,0.21657473375089467,0.2351124847307801
379,0.2167632064782083,0.23490569721907378
380,0.2170736616011709,0.23354150615632535
381,0.21638364493846893,0.23515079235658048
382,0.21709983674809336,0.23687473833560943
383,0.2167740381322801,0.23609693991020322
384,0.21688662357628347,0.23464342672377825
385,0.21795282810926436,0.23419853001832963
386,0.2167017468251288,0.23471871875226497
387,0.21859306753613056,0.23539099097251892
388,0.21774801686406137,0.23650520090013744
389,0.2167697623372078,0.2341236898675561
390,0.21718032453209163,0.23422752674669028
391,0.2181918182875961,0.23591617327183484
392,0.21560134482569993,0.2346528746187687
393,0.21610366441309453,0.23519233129918576
394,0.2163963533937931,0.2349117137491703
395,0.21616243324242532,0.23530061691999435
396,0.21738159870728851,0.2349802553653717
397,0.21630523060448467,0.2365116348490119
398,0.21658770302310587,0.23523278795182706
399,0.21551980250515043,0.23433815576136113
400,0.6692952424287796,0.6873770356178284
401,0.6149108171463012,0.6472913503646851
402,0.5728771358728408,0.5946339070796967
403,0.5512337058782577,0.5644388705492019
404,0.5388419821858406,0.5493688225746155
405,0.5276310414075851,0.5374464824795723
406,0.518793910741806,0.5276601374149322
407,0.5119333520531655,0.5171186238527298
408,0.5041417092084884,0.5089738711714744
409,0.49850029945373536,0.5023759260773659
410,0.4954192921519279,0.49727273136377337
411,0.4905757710337639,0.49113976061344145
412,0.48828237801790236,0.4870005190372467
413,0.4831486478447914,0.4825464993715286
414,0.479456402361393,0.4785114899277687
415,0.47683313488960266,0.47689592391252517
416,0.47393814772367476,0.47372975051403043
417,0.47298628836870193,0.46999896317720413
418,0.47133306562900545,0.4674430534243584
419,0.47043930292129515,0.46501322090625763
420,0.4665776684880257,0.4629492834210396
421,0.46449887603521345,0.46088033020496366
422,0.4634371817111969,0.45860483795404433
423,0.46662520319223405,0.45719492584466936
424,0.4611429899930954,0.45584111511707304
425,0.4580667927861214,0.45253951102495193
426,0.4569274291396141,0.4510966524481773
427,0.45333128422498703,0.44982830435037613
428,0.4545892432332039,0.4472691804170609
429,0.44948409497737885,0.44596591144800185
430,0.4479949340224266,0.44306674003601076
431,0.44676208049058913,0.4410270437598228
432,0.4447445273399353,0.4397653192281723
433,0.44044081717729566,0.4361568480730057
434,0.43886282444000246,0.4349537372589111
435,0.4381453037261963,0.43298661410808564
436,0.4367579609155655,0.4306429162621498
437,0.4347835771739483,0.4303428024053574
438,0.4355471633374691,0.42763203382492065
439,0.43381468430161474,0.42732595801353457
440,0.4307504676282406,0.42518638297915456
441,0.4318422392010689,0.42371906638145446
442,0.4294404312968254,0.42386193946003914
443,0.4287044733762741,0.4229632817208767
444,0.4275573559105396,0.42196031510829923
445,0.4267851926386356,0.41991782933473587
446,0.42472692877054213,0.4200193345546722
447,0.42539791837334634,0.41830411851406096
448,0.42375057861208915,0.41743909046053884
449,0.4230347886681557,0.41676812097430227
450,0.4220345176756382,0.41619240641593935
451,0.42108293771743777,0.4146808013319969
452,0.4221640579402447,0.41495351046323775
453,0.420152422785759,0.414575407654047
454,0.4206445686519146,0.4135825276374817
455,0.41734803691506384,0.41154761612415314
456,0.41865233033895494,0.41084848418831826
457,0.4178691625595093,0.4103744186460972
458,0.4168316163122654,0.41009137630462644
459,0.4173263393342495,0.4090165100991726
460,0.4167582273483276,0.4086942754685879
461,0.4134561255574226,0.4077006600797176
462,0.4131105221807957,0.40698663219809533
463,0.412371501326561,0.4059843190014362
464,0.41513930559158324,0.4054129533469677
465,0.4123158991336823,0.40471321269869803
466,0.41238280683755874,0.4051986992359161
467,0.41169496551156043,0.40370943397283554
468,0.4101574793457985,0.4028098039329052
469,0.40961242765188216,0.40193899646401404
470,0.4102318622171879,0.4011058434844017
471,0.40933659970760344,0.4018240563571453
472,0.4079440593719482,0.3999726638197899
473,0.40667072087526324,0.3991524241864681
474,0.4060450069606304,0.40003969296813013
475,0.4071446992456913,0.3990997619926929
476,0.4064734399318695,0.39938477128744126
477,0.4041408345103264,0.3984293036162853
478,0.40558289736509323,0.3973946139216423
479,0.40577872171998025,0.3981673128902912
480,0.40436702519655227,0.39767385423183443
481,0.4067523032426834,0.39592700228095057
482,0.40364252030849457,0.3965054988861084
483,0.40118606984615324,0.3947959400713444
484,0.4048240028321743,0.3941193498671055
485,0.4028992034494877,0.39548112750053405
486,0.4030379891395569,0.39462217316031456
487,0.4015724018216133,0.3928921438753605
488,0.40052995420992377,0.391852056235075
489,0.3982466120272875,0.3919107146561146
490,0.39846623986959456,0.3912312380969524
491,0.39588054791092875,0.39023984894156455
492,0.3959918700158596,0.3886872634291649
493,0.3949245668947697,0.3886004686355591
494,0.395601412653923,0.3890290938317776
495,0.39321366176009176,0.38745915666222575
496,0.3912012822926044,0.3864553928375244
497,0.39232935160398485,0.38531931638717654
498,0.3902515795081854,0.38484188467264174
499,0.39022464081645014,0.383870904147625
500,0.3921795777976513,0.38282172977924345
501,0.38731402084231376,0.3826744340360165
502,0.3861178159713745,0.3819844849407673
503,0.3880066774785519,0.38036130666732787
504,0.3831505388021469,0.38109283819794654
505,0.38401407226920126,0.3785037696361542
506,0.38162696063518525,0.37736809253692627
507,0.3786848563700914,0.37612721472978594
508,0.3818025652319193,0.37693854346871375
509,0.37852402217686176,0.3756832659244537
510,0.3776854623109102,0.37381408736109734
511,0.37619874589145186,0.3734020210802555
512,0.3743934616446495,0.3719938054680824
513,0.3719373632222414,0.36993622593581676
514,0.3756544753909111,0.3698893181979656
515,0.3722363289445639,0.3681609336286783
516,0.3711583811789751,0.3679964952170849
517,0.3688936363905668,0.3672898683696985
518,0.3689544230699539,0.366505379229784
519,0.36711479648947715,0.3666256405413151
520,0.3670612573623657,0.3645498391240835
521,0.36592217199504373,0.36568106673657896
522,0.36346569284796715,0.3619187459349632
523,0.36217033192515374,0.36187838539481165
524,0.3608939953148365,0.361110458523035
525,0.36459451280534266,0.36079055704176427
526,0.3608073055744171,0.35996837764978407
527,0.3651100881397724,0.36040341667830944
528,0.3632919292896986,0.36128772124648095
529,0.36404868960380554,0.36047250851988794
530,0.35940197147428987,0.3589689526706934
531,0.36053730435669423,0.3580975096672773
532,0.3585493925958872,0.35783991664648057
533,0.35902935564517974,0.3572166722267866
534,0.35909928753972054,0.35518553145229814
535,0.35848251953721044,0.3553884647786617
536,0.35639429874718187,0.35765261054039
537,0.3575191631913185,0.3546273924410343
